,web_address,load_time,first_byte,start_render,speed_Index,dom_elements,doc_complete_Requests,doc_complete_Byets,fully_time,fully_requests,fully_bytes
0,https://www.yahoo.com/, 3921, 242, 1100, 1554, 1091, 192, 1221635, 4172, 199, 1229466
